NO,JARINGAN PENGAMATAN,NO STASIUN,LINTANG,BUJUR,DESA,KECAMATAN,KAB/KOTA,PROVINSI,JARINGAN
249,Pos Hujan,61060901a,0.59067,112.12083,,,Kab. Kapuas Hulu,Kalimantan Barat,PHOBS
250,Pos Hujan,61061001a,0.49915,111.99834,,,Kab. Kapuas Hulu,Kalimantan Barat,PHOBS
251,Pos Hujan,61061101a,0.42662,112.00506,,,Kab. Kapuas Hulu,Kalimantan Barat,PHOBS
252,Pos Hujan,61061201a,0.0362,112.22844,,,Kab. Kapuas Hulu,Kalimantan Barat,PHOBS
253,Pos Hujan,61061501a,-0.26,111.78,,,Kab. Kapuas Hulu,Kalimantan Barat,PHOBS
254,Pos Hujan,61061701a,0.84,113.129,,,Kab. Kapuas Hulu,Kalimantan Barat,PHOBS
255,Pos Hujan,61070101a,0.64663,108.95083,,,Kab. Bengkayang,Kalimantan Barat,PHOBS
256,Pos Hujan,61070201a,0.8,109.2,,,Kab. Bengkayang,Kalimantan Barat,PHOBS
257,Pos Hujan,61070301a,1.05,109.59,,,Kab. Bengkayang,Kalimantan Barat,PHOBS
258,Pos Hujan,61070401a,0.82,109.49,,,Kab. Bengkayang,Kalimantan Barat,PHOBS
259,Pos Hujan,61070601a,1.13764,109.69572,,,Kab. Bengkayang,Kalimantan Barat,PHOBS
260,Pos Hujan,61070801a,0.8481,109.11741,,,Kab. Bengkayang,Kalimantan Barat,PHOBS
261,Pos Hujan,61071601a,0.87405,109.22391,,,Kab. Bengkayang,Kalimantan Barat,PHOBS
262,Pos Hujan,61080101a,0.38397,109.9578,,,Kab. Landak,Kalimantan Barat,PHOBS
263,Pos Hujan,61080201a,0.57663,109.3839,,,Kab. Landak,Kalimantan Barat,PHOBS
264,Pos Hujan,61080301a,0.47276,109.33958,,,Kab. Landak,Kalimantan Barat,PHOBS
265,Pos Hujan,61080401a,0.31932,109.3373,,,Kab. Landak,Kalimantan Barat,PHOBS
266,Pos Hujan,61080501a,0.75246,110.10248,,,Kab. Landak,Kalimantan Barat,PHOBS
267,Pos Hujan,61080601a,0.59563,109.6226,,,Kab. Landak,Kalimantan Barat,PHOBS
268,Pos Hujan,61080701a,0.3179,109.6642,,,Kab. Landak,Kalimantan Barat,PHOBS
269,Pos Hujan,61080702a,0.3748,109.5609,,,Kab. Landak,Kalimantan Barat,PHOBS
270,Pos Hujan,61080801a,0.71,109.754,,,Kab. Landak,Kalimantan Barat,PHOBS
271,Pos Hujan,61081301a,0.49667,109.48583,,,Kab. Landak,Kalimantan Barat,PHOBS
272,Pos Hujan,61090101a,0.02058,110.88226,,,Kab. Sekadau,Kalimantan Barat,PHOBS
273,Pos Hujan,61090201a,-0.13187,110.8805,,,Kab. Sekadau,Kalimantan Barat,PHOBS
274,Pos Hujan,61090301a,-0.25992,110.8219,,,Kab. Sekadau,Kalimantan Barat,PHOBS
275,Pos Hujan,61090401a,-0.42663,110.763,,,Kab. Sekadau,Kalimantan Barat,PHOBS
276,Pos Hujan,61090501a,0.10036,111.07012,,,Kab. Sekadau,Kalimantan Barat,PHOBS
277,Pos Hujan,61090601a,0.4422,111.20738,,,Kab. Sekadau,Kalimantan Barat,PHOBS
278,Pos Hujan,61090701a,0.25026,111.18322,,,Kab. Sekadau,Kalimantan Barat,PHOBS
279,Pos Hujan,61100101a,-0.33733,111.67167,,,Kab. Melawi,Kalimantan Barat,PHOBS
280,Pos Hujan,61100201a,-0.34109,111.74089,,,Kab. Melawi,Kalimantan Barat,PHOBS
281,Pos Hujan,61100301a,-0.46243,111.9863,,,Kab. Melawi,Kalimantan Barat,PHOBS
282,Pos Hujan,61100501a,-0.69087,111.70578,,,Kab. Melawi,Kalimantan Barat,PHOBS
283,Pos Hujan,61100601a,-0.81667,111.56667,,,Kab. Melawi,Kalimantan Barat,PHOBS
284,Pos Hujan,61110101a,-1.34,110.07,,,Kab. Kayong Utara,Kalimantan Barat,PHOBS
285,Pos Hujan,61110201a,-1.1,109.96557,,,Kab. Kayong Utara,Kalimantan Barat,PHOBS
286,Pos Hujan,61110301a,-1.01233,109.7896,,,Kab. Kayong Utara,Kalimantan Barat,PHOBS
287,Pos Hujan,61110401a,-1.18771,109.68548,,,Kab. Kayong Utara,Kalimantan Barat,PHOBS
288,Pos Hujan,61110501a,-0.8847,109.8935,,,Kab. Kayong Utara,Kalimantan Barat,PHOBS
289,Pos Hujan,61120101a,-0.09261,109.36306,,,Kab. Kubu Raya,Kalimantan Barat,PHOBS
290,Pos Hujan,61720101a,0.93043,108.99582,,,Kota Singkawang,Kalimantan Barat,PHOBS
291,Pos Hujan,61120201a,-0.02676,109.52168,,,Kab. Kubu Raya,Kalimantan Barat,PHOBS
292,Pos Hujan,61120301a,-0.04083,109.46567,,,Kab. Kubu Raya,Kalimantan Barat,PHOBS
293,Pos Hujan,61120401a,-0.40909,109.63121,,,Kab. Kubu Raya,Kalimantan Barat,PHOBS
294,Pos Hujan,61720401a,0.94418,109.01593,,,Kota Singkawang,Kalimantan Barat,PHOBS
295,Pos Hujan,61120601a,-0.47077,109.3912,,,Kab. Kubu Raya,Kalimantan Barat,PHOBS
296,Pos Hujan,61120701a,-0.24233,109.3554,,,Kab. Kubu Raya,Kalimantan Barat,PHOBS
297,Pos Hujan,61120801a,-0.26077,109.2414,,,Kab. Kubu Raya,Kalimantan Barat,PHOBS
298,Pos Hujan,61120901a,-0.0596,109.2071,,,Kab. Kubu Raya,Kalimantan Barat,PHOBS
299,Pos Hujan,61120902a,-0.06377,109.23007,,,Kab. Kubu Raya,Kalimantan Barat,PHOBS
300,Pos Hujan,61710401a,0.01665,109.2743,,,Kota Pontianak,Kalimantan Barat,PHOBS
301,Pos Hujan,61720201a,0.89202,108.96768,,,Kota Singkawang,Kalimantan Barat,PHOBS
302,Pos Hujan,61720301a,0.87818,109.05152,,,Kota Singkawang,Kalimantan Barat,PHOBS
303,Pos Hujan,61720501a,0.87878,108.9567,,,Kota Singkawang,Kalimantan Barat,PHOBS
304,Pos Hujan,62010101a,-2.65366,111.7634,,,Kab. Kotawaringin Barat,Kalimantan Tengah,PHOBS
305,Pos Hujan,62010102a,-2.35,112.02,,,Kab. Kotawaringin Barat,Kalimantan Tengah,PHOBS
306,Pos Hujan,62010103a,-2.76056,111.73722,,,Kab. Kotawaringin Barat,Kalimantan Tengah,PHOBS
307,Pos Hujan,62010104a,-2.71686,111.71597,,,Kab. Kotawaringin Barat,Kalimantan Tengah,PHOBS
308,Pos Hujan,62010201a,-2.66661,111.67366,,,Kab. Kotawaringin Barat,Kalimantan Tengah,PHOBS
309,Pos Hujan,62010202a,-2.76823,111.54135,,,Kab. Kotawaringin Barat,Kalimantan Tengah,PHOBS
310,Pos Hujan,62010301a,-2.4258,111.336,,,Kab. Kotawaringin Barat,Kalimantan Tengah,PHOBS
311,Pos Hujan,62010401a,-2.19556,111.94222,,,Kab. Kotawaringin Barat,Kalimantan Tengah,PHOBS
312,Pos Hujan,62010501a,-2.57538,111.73765,,,Kab. Kotawaringin Barat,Kalimantan Tengah,PHOBS
313,Pos Hujan,62010502a,-2.57209,111.77605,,,Kab. Kotawaringin Barat,Kalimantan Tengah,PHOBS
314,Pos Hujan,62010601a,-2.49206,111.90412,,,Kab. Kotawaringin Barat,Kalimantan Tengah,PHOBS
315,Pos Hujan,62010602a,-2.54442,111.90784,,,Kab. Kotawaringin Barat,Kalimantan Tengah,PHOBS
316,Pos Hujan,62020101a,-2.39552,112.99007,,,Kab. Kotawaringin Timur,Kalimantan Tengah,PHOBS
317,Pos Hujan,62020201a,-2.31153,113.00672,,,Kab. Kotawaringin Timur,Kalimantan Tengah,PHOBS
318,Pos Hujan,62020301a,-1.96515,112.50903,,,Kab. Kotawaringin Timur,Kalimantan Tengah,PHOBS
319,Pos Hujan,62020401a,-2.29778,112.5028,,,Kab. Kotawaringin Timur,Kalimantan Tengah,PHOBS
320,Pos Hujan,62020501a,-2.53467,112.88825,,,Kab. Kotawaringin Timur,Kalimantan Tengah,PHOBS
321,Pos Hujan,62020801a,-2.86382,112.95085,,,Kab. Kotawaringin Timur,Kalimantan Tengah,PHOBS
322,Pos Hujan,62021001a,-1.49662,112.64058,,,Kab. Kotawaringin Timur,Kalimantan Tengah,PHOBS
323,Pos Hujan,62021101a,-2.99265,112.97268,,,Kab. Kotawaringin Timur,Kalimantan Tengah,PHOBS
324,Pos Hujan,62021102a,-3.0114,112.92536,,,Kab. Kotawaringin Timur,Kalimantan Tengah,PHOBS
325,Pos Hujan,62021501a,-1.6756,112.48978,,,Kab. Kotawaringin Timur,Kalimantan Tengah,PHOBS
326,Pos Hujan,62030101a,-2.98389,114.5,,,Kab. Kapuas,Kalimantan Tengah,PHOBS
327,Pos Hujan,62030201a,-3.02719,114.40423,,,Kab. Kapuas,Kalimantan Tengah,PHOBS
328,Pos Hujan,62030301a,-3.09444,114.425,,,Kab. Kapuas,Kalimantan Tengah,PHOBS
329,Pos Hujan,62030501a,-2.78868,114.43667,,,Kab. Kapuas,Kalimantan Tengah,PHOBS
330,Pos Hujan,62030601a,-2.90988,114.48534,,,Kab. Kapuas,Kalimantan Tengah,PHOBS
331,Pos Hujan,62030602a,-2.78472,114.5208,,,Kab. Kapuas,Kalimantan Tengah,PHOBS
332,Pos Hujan,62030701a,-2.6748,114.669,,,Kab. Kapuas,Kalimantan Tengah,PHOBS
333,Pos Hujan,62030703a,-2.73972,114.68083,,,Kab. Kapuas,Kalimantan Tengah,PHOBS
334,Pos Hujan,62030704a,-2.8112,114.561,,,Kab. Kapuas,Kalimantan Tengah,PHOBS
335,Pos Hujan,62030802a,-3.24083,114.2333,,,Kab. Kapuas,Kalimantan Tengah,PHOBS
336,Pos Hujan,62030901a,-2.03121,114.24946,,,Kab. Kapuas,Kalimantan Tengah,PHOBS
337,Pos Hujan,62031301a,-2.6347,114.504,,,Kab. Kapuas,Kalimantan Tengah,PHOBS
338,Pos Hujan,62040101a,-2.45361,114.88228,,,Kab. Barito Selatan,Kalimantan Tengah,PHOBS
339,Pos Hujan,62040201a,-2.21425,114.84864,,,Kab. Barito Selatan,Kalimantan Tengah,PHOBS
340,Pos Hujan,62040301a,-2.0346,114.8982,,,Kab. Barito Selatan,Kalimantan Tengah,PHOBS
341,Pos Hujan,62040302a,-1.99833,114.84972,,,Kab. Barito Selatan,Kalimantan Tengah,PHOBS
342,Pos Hujan,62040401a,-1.51081,114.87231,,,Kab. Barito Selatan,Kalimantan Tengah,PHOBS
343,Pos Hujan,62040501a,-1.55364,115.0527,,,Kab. Barito Selatan,Kalimantan Tengah,PHOBS
344,Pos Hujan,62040601a,-1.70976,114.8458,,,Kab. Barito Selatan,Kalimantan Tengah,PHOBS
345,Pos Hujan,62040603a,-1.60984,114.81688,,,Kab. Barito Selatan,Kalimantan Tengah,PHOBS
346,Pos Hujan,62050101a,-1.31667,114.91694,,,Kab. Barito Utara,Kalimantan Tengah,PHOBS
347,Pos Hujan,62050201a,-1.25646,115.1206,,,Kab. Barito Utara,Kalimantan Tengah,PHOBS
348,Pos Hujan,62050501a,-0.96193,114.8937,,,Kab. Barito Utara,Kalimantan Tengah,PHOBS
349,Pos Hujan,62060201a,-1.91503,113.3804,,,Kab. Katingan,Kalimantan Tengah,PHOBS
350,Pos Hujan,62060301a,-1.7657,113.2912,,,Kab. Katingan,Kalimantan Tengah,PHOBS
351,Pos Hujan,62060401a,-1.679,113.24893,,,Kab. Katingan,Kalimantan Tengah,PHOBS
352,Pos Hujan,62060502a,-1.4202,113.07493,,,Kab. Katingan,Kalimantan Tengah,PHOBS
353,Pos Hujan,62060701a,-0.9589,112.46,,,Kab. Katingan,Kalimantan Tengah,PHOBS
354,Pos Hujan,62061001a,-3.17972,113.34475,,,Kab. Katingan,Kalimantan Tengah,PHOBS
355,Pos Hujan,62070101a,-3.4075,112.54417,,,Kab. Seruyan,Kalimantan Tengah,PHOBS
356,Pos Hujan,62070102a,-2.5373,112.0953,,,Kab. Seruyan,Kalimantan Tengah,PHOBS
357,Pos Hujan,62070201a,-1.91304,112.1071,,,Kab. Seruyan,Kalimantan Tengah,PHOBS
358,Pos Hujan,62070301a,-2.82912,112.25573,,,Kab. Seruyan,Kalimantan Tengah,PHOBS
359,Pos Hujan,62080101a,-2.6267,111.2368,,,Kab. Sukamara,Kalimantan Tengah,PHOBS
360,Pos Hujan,62080102a,-2.90191,110.86014,,,Kab. Sukamara,Kalimantan Tengah,PHOBS
361,Pos Hujan,62080301a,-2.3522,111.21194,,,Kab. Sukamara,Kalimantan Tengah,PHOBS
362,Pos Hujan,62090301a,-2.1605,111.43,,,Kab. Lamandau,Kalimantan Tengah,PHOBS
363,Pos Hujan,62090302a,-2.18473,111.41587,,,Kab. Lamandau,Kalimantan Tengah,PHOBS
364,Pos Hujan,62090601a,-2.20755,111.53,,,Kab. Lamandau,Kalimantan Tengah,PHOBS
365,Pos Hujan,62100201a,-1.10583,113.87833,,,Kab. Gunung Mas,Kalimantan Tengah,PHOBS
366,Pos Hujan,62100301a,-1.07883,113.7,,,Kab. Gunung Mas,Kalimantan Tengah,PHOBS
367,Pos Hujan,62100501a,-1.29806,113.57,,,Kab. Gunung Mas,Kalimantan Tengah,PHOBS
368,Pos Hujan,62100601a,-1.36139,113.045,,,Kab. Gunung Mas,Kalimantan Tengah,PHOBS
369,Pos Hujan,62100701a,-1.3633,113.91889,,,Kab. Gunung Mas,Kalimantan Tengah,PHOBS
370,Pos Hujan,62110101a,-3.13472,114.1922,,,Kab. Pulang Pisau,Kalimantan Tengah,PHOBS
371,Pos Hujan,62110102a,-2.55245,114.19201,,,Kab. Pulang Pisau,Kalimantan Tengah,PHOBS
372,Pos Hujan,62110501a,-2.79843,114.26918,,,Kab. Pulang Pisau,Kalimantan Tengah,PHOBS
373,Pos Hujan,62110601a,-2.93503,114.14542,,,Kab. Pulang Pisau,Kalimantan Tengah,PHOBS
374,Pos Hujan,62120101a,-0.63985,114.56788,,,Kab. Murung Raya,Kalimantan Tengah,PHOBS
375,Pos Hujan,62120401a,-0.69962,114.29532,,,Kab. Murung Raya,Kalimantan Tengah,PHOBS
376,Pos Hujan,62130201a,-2.246,115.1178,,,Kab. Barito Timur,Kalimantan Tengah,PHOBS
377,Pos Hujan,62130301a,-2.06163,115.33612,,,Kab. Barito Timur,Kalimantan Tengah,PHOBS
378,Pos Hujan,74040501a,-5.2997,122.3051,,,Kab. Buton Tengah,Sulawesi Tenggara,PHOBS
379,Pos Hujan,74040701a,-5.32028,122.53306,,,Kab. Buton Tengah,Sulawesi Tenggara,PHOBS
380,Pos Hujan,74040801a,-5.25639,122.59722,,,Kab. Buton Tengah,Sulawesi Tenggara,PHOBS
381,Pos Hujan,74040901a,-5.6081,122.6006,,,Kab. Buton Selatan,Sulawesi Tenggara,PHOBS
382,Pos Hujan,74041001a,-5.62944,122.7,,,Kab. Buton Selatan,Sulawesi Tenggara,PHOBS
383,Pos Hujan,74041002a,-5.47556,122.6894,,,Kab. Buton,Sulawesi Tenggara,PHOBS
384,Pos Hujan,74041101a,-5.47194,122.75611,,,Kab. Buton,Sulawesi Tenggara,PHOBS
385,Pos Hujan,74041102a,-5.47167,122.85637,,,Kab. Buton,Sulawesi Tenggara,PHOBS
386,Pos Hujan,74041801a,-5.49056,122.04861,,,Kab. Buton Tengah,Sulawesi Tenggara,PHOBS
387,Pos Hujan,74041901a,-5.545,122.47583,,,Kab. Buton Selatan,Sulawesi Tenggara,PHOBS
388,Pos Hujan,74042001a,-5.67411,122.5048,,,Kab. Buton Selatan,Sulawesi Tenggara,PHOBS
389,Pos Hujan,74042201a,-5.20889,122.82806,,,Kab. Buton,Sulawesi Tenggara,PHOBS
390,Pos Hujan,74042301a,-5.15028,123.035,,,Kab. Buton,Sulawesi Tenggara,PHOBS
391,Pos Hujan,74042401a,-5.28834,123.1361,,,Kab. Buton,Sulawesi Tenggara,PHOBS
392,Pos Hujan,74042901a,-5.61194,122.85806,,,Kab. Buton,Sulawesi Tenggara,PHOBS
393,Pos Hujan,74050101a,-4.45938,122.2102,,,Kab. Konawe Selatan,Sulawesi Tenggara,PHOBS
394,Pos Hujan,74050102a,-4.44012,122.1799,,,Kab. Konawe Selatan,Sulawesi Tenggara,PHOBS
395,Pos Hujan,74050103a,-4.4624,122.2262,,,Kab. Konawe Selatan,Sulawesi Tenggara,PHOBS
396,Pos Hujan,74050201a,-4.11747,122.1707,,,Kab. Konawe Selatan,Sulawesi Tenggara,PHOBS
397,Pos Hujan,74050301a,-4.32281,122.1894,,,Kab. Konawe Selatan,Sulawesi Tenggara,PHOBS
398,Pos Hujan,74050401a,-4.35194,122.3375,,,Kab. Konawe Selatan,Sulawesi Tenggara,PHOBS
399,Pos Hujan,74050501a,-4.1025,122.32222,,,Kab. Konawe Selatan,Sulawesi Tenggara,PHOBS
400,Pos Hujan,74050602a,-4.30428,122.4653,,,Kab. Konawe Selatan,Sulawesi Tenggara,PHOBS
401,Pos Hujan,74050603a,-4.3875,122.5994,,,Kab. Konawe Selatan,Sulawesi Tenggara,PHOBS
402,Pos Hujan,74050801a,-4.0825,122.3842,,,Kab. Konawe Selatan,Sulawesi Tenggara,PHOBS
403,Pos Hujan,74051001a,-4.14977,122.6418,,,Kab. Konawe Selatan,Sulawesi Tenggara,PHOBS
404,Pos Hujan,74051701a,-4.2831,122.2151,,,Kab. Konawe Selatan,Sulawesi Tenggara,PHOBS
405,Pos Hujan,74051801a,-4.20333,122.498,,,Kab. Konawe Selatan,Sulawesi Tenggara,PHOBS
406,Pos Hujan,74060201a,-4.81,121.75389,,,Kab. Bombana,Sulawesi Tenggara,PHOBS
407,Pos Hujan,74060301a,-4.72611,121.9506,,,Kab. Bombana,Sulawesi Tenggara,PHOBS
408,Pos Hujan,74060302a,-4.71783,121.9353,,,Kab. Bombana,Sulawesi Tenggara,PHOBS
409,Pos Hujan,74060401a,-4.7469,122.0213,,,Kab. Bombana,Sulawesi Tenggara,PHOBS
410,Pos Hujan,74060501a,-5.275,121.8386,,,Kab. Bombana,Sulawesi Tenggara,PHOBS
411,Pos Hujan,74060502a,-5.275,121.8386,,,Kab. Bombana,Sulawesi Tenggara,PHOBS
412,Pos Hujan,74060601a,-5.29528,122.04611,,,Kab. Bombana,Sulawesi Tenggara,PHOBS
413,Pos Hujan,74060602a,-5.31,122.04389,,,Kab. Bombana,Sulawesi Tenggara,PHOBS
414,Pos Hujan,74060701a,-4.77,121.59,,,Kab. Bombana,Sulawesi Tenggara,PHOBS
415,Pos Hujan,74060801a,-4.8375,122.01389,,,Kab. Bombana,Sulawesi Tenggara,PHOBS
416,Pos Hujan,74070101a,-5.26,123.57,,,Kab. Wakatobi,Sulawesi Tenggara,PHOBS
417,Pos Hujan,74070102a,-5.31849,123.53336,,,Kab. Wakatobi,Sulawesi Tenggara,PHOBS
418,Pos Hujan,74070201a,-5.50056,123.75278,,,Kab. Wakatobi,Sulawesi Tenggara,PHOBS
419,Pos Hujan,74070301a,-5.75333,123.93,,,Kab. Wakatobi,Sulawesi Tenggara,PHOBS
420,Pos Hujan,74070401a,-5.91029,124.04,,,Kab. Wakatobi,Sulawesi Tenggara,PHOBS
421,Pos Hujan,74080101a,-3.51012,120.8814,,,Kab. Kolaka Utara,Sulawesi Tenggara,PHOBS
422,Pos Hujan,74080201a,-3.15793,121.067,,,Kab. Kolaka Utara,Sulawesi Tenggara,PHOBS
423,Pos Hujan,74080401a,-3.654,121.02,,,Kab. Kolaka Utara,Sulawesi Tenggara,PHOBS
424,Pos Hujan,74090101a,-3.57655,122.1503,,,Kab. Konawe Utara,Sulawesi Tenggara,PHOBS
425,Pos Hujan,74090102a,-3.578,122.151,,,Kab. Konawe Utara,Sulawesi Tenggara,PHOBS
426,Pos Hujan,74090401a,-3.613,122.196,,,Kab. Konawe Utara,Sulawesi Tenggara,PHOBS
427,Pos Hujan,74090501a,-3.664,122.239,,,Kab. Konawe Utara,Sulawesi Tenggara,PHOBS
428,Pos Hujan,74090601a,-3.74908,122.3728,,,Kab. Konawe Utara,Sulawesi Tenggara,PHOBS
429,Pos Hujan,74090801a,-3.378,122.058,,,Kab. Konawe Utara,Sulawesi Tenggara,PHOBS
430,Pos Hujan,74100101a,-4.76,123.18,,,Kab. Buton Utara,Sulawesi Tenggara,PHOBS
431,Pos Hujan,74100103a,-5.55004,122.7409,,,Kab. Buton,Sulawesi Tenggara,PHOBS
432,Pos Hujan,74100301a,-4.8249,122.99,,,Kab. Buton Utara,Sulawesi Tenggara,PHOBS
433,Pos Hujan,74100302a,-4.75515,122.9858,,,Kab. Buton Utara,Sulawesi Tenggara,PHOBS
434,Pos Hujan,74100601a,-4.60027,123.1069,,,Kab. Buton Utara,Sulawesi Tenggara,PHOBS
435,Pos Hujan,74100602a,-4.93318,122.83841,,,Kab. Buton Utara,Sulawesi Tenggara,PHOBS
436,Pos Hujan,74710101a,-3.97483,122.5092,,,Kota Kendari,Sulawesi Tenggara,PHOBS
437,Pos Hujan,74710401a,-4.01,122.54,,,Kota Kendari,Sulawesi Tenggara,PHOBS
438,Pos Hujan,74720201a,-5.48144,122.63882,,,Kota Bau Bau,Sulawesi Tenggara,PHOBS
439,Pos Hujan,74720202a,-5.48144,122.63882,,,Kota Bau Bau,Sulawesi Tenggara,PHOBS
440,Pos Hujan,74720401a,-5.3411,122.69,,,Kota Bau Bau,Sulawesi Tenggara,PHOBS
441,Pos Hujan,74720402a,-5.39722,122.67278,,,Kota Bau Bau,Sulawesi Tenggara,PHOBS
442,Pos Hujan,11061701a,5.43905,95.40411,,,Kab. Aceh Besar,Nanggroe Aceh Darussalam,PHOBS
443,Pos Hujan,82020701a,0.5401,127.88575,,,Kab. Halmahera Tengah,Maluku Utara,PHOBS
444,Pos Hujan,82020501a,0.1589,127.88052,,,Kab. Halmahera Tengah,Maluku Utara,PHOBS
445,Pos Hujan,82020401a,0.4621,128.08933,,,Kab. Halmahera Tengah,Maluku Utara,PHOBS
446,Pos Hujan,82060701a,1.1327,128.21158,,,Kab. Halmahera Timur,Maluku Utara,PHOBS
447,Pos Hujan,82060401a,0.7538,127.80833,,,Kab. Halmahera Timur,Maluku Utara,PHOBS
448,Pos Hujan,82032201a,1.0764,127.69076,,,Kab. Halmahera Utara,Maluku Utara,PHOBS
449,Pos Hujan,82031301a,1.4834,127.91519,,,Kab. Halmahera Utara,Maluku Utara,PHOBS
450,Pos Hujan,82710203a,0.76134,127.3358,,,Kota Ternate,Maluku Utara,PHOBS
451,Pos Hujan,82710601a,0.796,127.37917,,,Kota Ternate,Maluku Utara,PHOBS
452,Pos Hujan,82710602a,0.7846,127.36336,,,Kota Ternate,Maluku Utara,PHOBS
453,Pos Hujan,82710304a,0.8577,127.33528,,,Kota Ternate,Maluku Utara,PHOBS
454,Pos Hujan,76010101a,-1.01778,119.4817,,,Kab. Mamuju Utara,Sulawesi Barat,PHOBS
455,Pos Hujan,62130401a,-1.9769,115.245,,,Kab. Barito Timur,Kalimantan Tengah,PHOBS
456,Pos Hujan,62130502a,-1.81024,115.16479,,,Kab. Barito Timur,Kalimantan Tengah,PHOBS
457,Pos Hujan,62130503a,-1.8037,115.03,,,Kab. Barito Timur,Kalimantan Tengah,PHOBS
458,Pos Hujan,62130901a,-1.91481,115.1315,,,Kab. Barito Timur,Kalimantan Tengah,PHOBS
459,Pos Hujan,62710201a,-1.9947,113.79,,,Kota Palangkaraya,Kalimantan Tengah,PHOBS
460,Pos Hujan,62710202a,-2.00406,113.76046,,,Kota Palangkaraya,Kalimantan Tengah,PHOBS
461,Pos Hujan,62710301a,-2.17167,113.87361,,,Kota Palangkaraya,Kalimantan Tengah,PHOBS
462,Pos Hujan,62710401a,-2.279,114.01,,,Kota Palangkaraya,Kalimantan Tengah,PHOBS
463,Pos Hujan,62710402a,-2.25263,114.02607,,,Kota Palangkaraya,Kalimantan Tengah,PHOBS
464,Pos Hujan,62710501a,-1.71743,113.67594,,,Kota Palangkaraya,Kalimantan Tengah,PHOBS
465,Pos Hujan,63010101a,-3.88642,114.64461,,,Kab. Tanah Laut,Kalimantan Selatan,PHOBS
466,Pos Hujan,63010201a,-3.96279,114.92316,,,Kab. Tanah Laut,Kalimantan Selatan,PHOBS
467,Pos Hujan,63010302a,-3.77089,114.76874,,,Kab. Tanah Laut,Kalimantan Selatan,PHOBS
468,Pos Hujan,63010401a,-3.683,114.646,,,Kab. Tanah Laut,Kalimantan Selatan,PHOBS
469,Pos Hujan,63010501a,-3.59712,114.70426,,,Kab. Tanah Laut,Kalimantan Selatan,PHOBS
470,Pos Hujan,63010601a,-3.9465,114.7719,,,Kab. Tanah Laut,Kalimantan Selatan,PHOBS
471,Pos Hujan,63010701a,-3.862,115.2898,,,Kab. Tanah Laut,Kalimantan Selatan,PHOBS
472,Pos Hujan,63010801a,-3.66753,114.70793,,,Kab. Tanah Laut,Kalimantan Selatan,PHOBS
473,Pos Hujan,63010901a,-3.88599,114.82359,,,Kab. Tanah Laut,Kalimantan Selatan,PHOBS
474,Pos Hujan,63011001a,-3.7535,114.83592,,,Kab. Tanah Laut,Kalimantan Selatan,PHOBS
475,Pos Hujan,63011101a,-3.56838,114.62313,,,Kab. Tanah Laut,Kalimantan Selatan,PHOBS
476,Pos Hujan,63020201a,-3.95,116.069,,,Kab. Kotabaru,Kalimantan Selatan,PHOBS
477,Pos Hujan,63020301a,-3.86957,116.29475,,,Kab. Kotabaru,Kalimantan Selatan,PHOBS
478,Pos Hujan,63020401a,-3.384,116.238,,,Kab. Kotabaru,Kalimantan Selatan,PHOBS
479,Pos Hujan,63020601a,-3.252,116.216,,,Kab. Kotabaru,Kalimantan Selatan,PHOBS
480,Pos Hujan,63020602a,-3.299,116.167,,,Kab. Kotabaru,Kalimantan Selatan,PHOBS
481,Pos Hujan,63020701a,-3.13851,116.13395,,,Kab. Kotabaru,Kalimantan Selatan,PHOBS
482,Pos Hujan,63020802a,-3.03401,116.00848,,,Kab. Kotabaru,Kalimantan Selatan,PHOBS
483,Pos Hujan,63020901a,-2.9667,116.2833,,,Kab. Kotabaru,Kalimantan Selatan,PHOBS
484,Pos Hujan,63021001a,-2.88,116.34,,,Kab. Kotabaru,Kalimantan Selatan,PHOBS
485,Pos Hujan,63021101a,-2.75,116.34,,,Kab. Kotabaru,Kalimantan Selatan,PHOBS
486,Pos Hujan,63021201a,-2.56,116.27,,,Kab. Kotabaru,Kalimantan Selatan,PHOBS
487,Pos Hujan,63021301a,-2.38661,116.25569,,,Kab. Kotabaru,Kalimantan Selatan,PHOBS
488,Pos Hujan,63021401a,-2.92046,115.83742,,,Kab. Kotabaru,Kalimantan Selatan,PHOBS
489,Pos Hujan,63021501a,-2.51159,116.16224,,,Kab. Kotabaru,Kalimantan Selatan,PHOBS
490,Pos Hujan,63021601a,-3.28711,116.0326,,,Kab. Kotabaru,Kalimantan Selatan,PHOBS
491,Pos Hujan,63021701a,-3.18131,115.98212,,,Kab. Kotabaru,Kalimantan Selatan,PHOBS
492,Pos Hujan,63021801a,-2.7881,116.07478,,,Kab. Kotabaru,Kalimantan Selatan,PHOBS
493,Pos Hujan,63021901a,-2.33886,116.01046,,,Kab. Kotabaru,Kalimantan Selatan,PHOBS
494,Pos Hujan,63022001a,-3.981,116.193,,,Kab. Kotabaru,Kalimantan Selatan,PHOBS
495,Pos Hujan,63030201a,-3.366,114.663,,,Kab. Banjar,Kalimantan Selatan,PHOBS
496,Pos Hujan,63030301a,-3.43859,114.6456,,,Kab. Banjar,Kalimantan Selatan,PHOBS
497,Pos Hujan,63030501a,-3.41431,114.85122,,,Kab. Banjar,Kalimantan Selatan,PHOBS
498,Pos Hujan,63030701a,-3.36047,114.86458,,,Kab. Banjar,Kalimantan Selatan,PHOBS
