NO,JARINGAN PENGAMATAN,NO STASIUN,LINTANG,BUJUR,DESA,KECAMATAN,KAB/KOTA,PROVINSI,JARINGAN
689,Pos Hujan,64720401a,-0.49864,117.16414,,,Kota Samarinda,Kalimantan Timur,PHOBS
690,Pos Hujan,64720501a,-0.48278,117.15639,,,Kota Samarinda,Kalimantan Timur,PHOBS
691,Pos Hujan,64720601a,-0.53333,117.08333,,,Kota Samarinda,Kalimantan Timur,PHOBS
692,Pos Hujan,64720801a,-0.48457,117.12531,,,Kota Samarinda,Kalimantan Timur,PHOBS
693,Pos Hujan,64730101a,3.33333,117.5667,,,Kota Tarakan,Kalimantan Utara,PHOBS
694,Pos Hujan,64740101a,0.13817,117.48897,,,Kota Bontang,Kalimantan Timur,PHOBS
695,Pos Hujan,64740201a,0.1222,117.49,,,Kota Bontang,Kalimantan Timur,PHOBS
696,Pos Hujan,64740301a,-0.132,117.46003,,,Kota Bontang,Kalimantan Timur,PHOBS
697,Pos Hujan,71020202a,1.295,124.925,,,Kab. Minahasa,Sulawesi Utara,PHOBS
698,Pos Hujan,71060904a,1.49833,124.8983,,,Kab. Minahasa Utara,Sulawesi Utara,PHOBS
699,Pos Hujan,71710102a,1.5806,124.8202,,,Kota Manado,Sulawesi Utara,PHOBS
700,Pos Hujan,71010501a,0.83722,123.8922,,,Kab. Bolaang Mongondow,Sulawesi Utara,PHOBS
701,Pos Hujan,71010502a,0.84,123.8286,,,Kab. Bolaang Mongondow,Sulawesi Utara,PHOBS
702,Pos Hujan,71010901a,0.54667,124.0283,,,Kab. Bolaang Mongondow,Sulawesi Utara,PHOBS
703,Pos Hujan,71010902a,0.55389,123.9864,,,Kab. Bolaang Mongondow,Sulawesi Utara,PHOBS
704,Pos Hujan,71011001a,0.59528,124.0803,,,Kab. Bolaang Mongondow,Sulawesi Utara,PHOBS
705,Pos Hujan,71011101a,0.56694,123.9869,,,Kab. Bolaang Mongondow,Sulawesi Utara,PHOBS
706,Pos Hujan,71011201a,0.88361,123.9997,,,Kab. Bolaang Mongondow,Sulawesi Utara,PHOBS
707,Pos Hujan,71011202a,0.86139,123.945,,,Kab. Bolaang Mongondow,Sulawesi Utara,PHOBS
708,Pos Hujan,71011203a,0.88167,124.03556,,,Kab. Bolaang Mongondow,Sulawesi Utara,PHOBS
709,Pos Hujan,71011301a,0.8675,124.12389,,,Kab. Bolaang Mongondow,Sulawesi Utara,PHOBS
710,Pos Hujan,71011302a,0.91889,124.09889,,,Kab. Bolaang Mongondow,Sulawesi Utara,PHOBS
711,Pos Hujan,71011401a,0.67278,124.2692,,,Kab. Bolaang Mongondow,Sulawesi Utara,PHOBS
712,Pos Hujan,71011901a,0.76639,124.2989,,,Kab. Bolaang Mongondow,Sulawesi Utara,PHOBS
713,Pos Hujan,71012001a,0.995,124.2817,,,Kab. Bolaang Mongondow,Sulawesi Utara,PHOBS
714,Pos Hujan,71012002a,0.98778,124.2603,,,Kab. Bolaang Mongondow,Sulawesi Utara,PHOBS
715,Pos Hujan,71012201a,0.80056,124.4033,,,Kab. Bolaang Mongondow,Sulawesi Utara,PHOBS
716,Pos Hujan,71013101a,0.91861,124.1231,,,Kab. Bolaang Mongondow,Sulawesi Utara,PHOBS
717,Pos Hujan,71020101a,1.3,124.9042,,,Kab. Minahasa,Sulawesi Utara,PHOBS
718,Pos Hujan,71020201a,1.27083,124.9369,,,Kab. Minahasa,Sulawesi Utara,PHOBS
719,Pos Hujan,71020301a,1.22806,124.8522,,,Kab. Minahasa,Sulawesi Utara,PHOBS
720,Pos Hujan,71020302a,1.22778,124.9172,,,Kab. Minahasa,Sulawesi Utara,PHOBS
721,Pos Hujan,71020401a,1.24,124.9731,,,Kab. Minahasa,Sulawesi Utara,PHOBS
722,Pos Hujan,71020501a,1.21833,124.9569,,,Kab. Minahasa,Sulawesi Utara,PHOBS
723,Pos Hujan,71020502a,1.21917,124.9611,,,Kab. Minahasa,Sulawesi Utara,PHOBS
724,Pos Hujan,71020601a,1.17056,124.8728,,,Kab. Minahasa,Sulawesi Utara,PHOBS
725,Pos Hujan,71020701a,1.18833,124.7919,,,Kab. Minahasa,Sulawesi Utara,PHOBS
726,Pos Hujan,71020801a,1.24333,124.8856,,,Kab. Minahasa,Sulawesi Utara,PHOBS
727,Pos Hujan,71020901a,1.18056,124.8386,,,Kab. Minahasa,Sulawesi Utara,PHOBS
728,Pos Hujan,71021001a,1.14111,124.8239,,,Kab. Minahasa,Sulawesi Utara,PHOBS
729,Pos Hujan,71021101a,1.25833,124.7758,,,Kab. Minahasa,Sulawesi Utara,PHOBS
730,Pos Hujan,71021201a,1.18333,124.7814,,,Kab. Minahasa,Sulawesi Utara,PHOBS
731,Pos Hujan,71021202a,1.20111,124.79,,,Kab. Minahasa,Sulawesi Utara,PHOBS
732,Pos Hujan,71021301a,1.44639,124.7683,,,Kab. Minahasa,Sulawesi Utara,PHOBS
733,Pos Hujan,71021302a,1.39972,124.8444,,,Kab. Minahasa,Sulawesi Utara,PHOBS
734,Pos Hujan,71021303a,1.42583,124.7997,,,Kab. Minahasa,Sulawesi Utara,PHOBS
735,Pos Hujan,71021401a,1.44722,124.8878,,,Kab. Minahasa,Sulawesi Utara,PHOBS
736,Pos Hujan,71021501a,1.40028,124.6853,,,Kab. Minahasa,Sulawesi Utara,PHOBS
737,Pos Hujan,71021502a,1.33889,124.7331,,,Kab. Minahasa,Sulawesi Utara,PHOBS
738,Pos Hujan,71021601a,1.31722,124.9147,,,Kab. Minahasa,Sulawesi Utara,PHOBS
739,Pos Hujan,71021602a,1.32972,124.9225,,,Kab. Minahasa,Sulawesi Utara,PHOBS
740,Pos Hujan,71021701a,1.14333,124.845,,,Kab. Minahasa,Sulawesi Utara,PHOBS
741,Pos Hujan,71021801a,1.28861,124.8756,,,Kab. Minahasa,Sulawesi Utara,PHOBS
742,Pos Hujan,71021901a,1.17694,124.8619,,,Kab. Minahasa,Sulawesi Utara,PHOBS
743,Pos Hujan,71030801a,3.55667,125.5136,,,Kab. Kepulauan Sangihe,Sulawesi Utara,PHOBS
744,Pos Hujan,71030802a,3.68611,125.5286,,,Kab. Kepulauan Sangihe,Sulawesi Utara,PHOBS
745,Pos Hujan,71031201a,3.44028,125.5625,,,Kab. Kepulauan Sangihe,Sulawesi Utara,PHOBS
746,Pos Hujan,71031301a,3.55333,125.5222,,,Kab. Kepulauan Sangihe,Sulawesi Utara,PHOBS
747,Pos Hujan,71031401a,3.5725,125.5792,,,Kab. Kepulauan Sangihe,Sulawesi Utara,PHOBS
748,Pos Hujan,71031501a,3.48167,125.6111,,,Kab. Kepulauan Sangihe,Sulawesi Utara,PHOBS
749,Pos Hujan,71031601a,3.68556,125.4042,,,Kab. Kepulauan Sangihe,Sulawesi Utara,PHOBS
750,Pos Hujan,71031701a,3.625,125.4739,,,Kab. Kepulauan Sangihe,Sulawesi Utara,PHOBS
751,Pos Hujan,71040101a,3.92778,126.6953,,,Kab. Kepulauan Talaud,Sulawesi Utara,PHOBS
752,Pos Hujan,71040201a,4.27361,126.8111,,,Kab. Kepulauan Talaud,Sulawesi Utara,PHOBS
753,Pos Hujan,71040701a,4.03306,126.7331,,,Kab. Kepulauan Talaud,Sulawesi Utara,PHOBS
754,Pos Hujan,71040702a,4.01972,126.7033,,,Kab. Kepulauan Talaud,Sulawesi Utara,PHOBS
755,Pos Hujan,71050101a,0.79694,124.45194,,,Kab. Minahasa Selatan,Sulawesi Utara,PHOBS
756,Pos Hujan,71050201a,0.9275,124.4719,,,Kab. Minahasa Selatan,Sulawesi Utara,PHOBS
757,Pos Hujan,71050301a,0.99417,124.4961,,,Kab. Minahasa Selatan,Sulawesi Utara,PHOBS
758,Pos Hujan,71050701a,1.03889,124.4744,,,Kab. Minahasa Selatan,Sulawesi Utara,PHOBS
759,Pos Hujan,71050801a,1.11833,124.3428,,,Kab. Minahasa Selatan,Sulawesi Utara,PHOBS
760,Pos Hujan,71050901a,1.17167,124.435,,,Kab. Minahasa Selatan,Sulawesi Utara,PHOBS
761,Pos Hujan,71051001a,1.18333,124.57,,,Kab. Minahasa Selatan,Sulawesi Utara,PHOBS
762,Pos Hujan,71051201a,1.26917,124.6153,,,Kab. Minahasa Selatan,Sulawesi Utara,PHOBS
763,Pos Hujan,71051202a,1.26917,124.6153,,,Kab. Minahasa Selatan,Sulawesi Utara,PHOBS
764,Pos Hujan,71051203a,1.25694,124.615,,,Kab. Minahasa Selatan,Sulawesi Utara,PHOBS
765,Pos Hujan,71051301a,1.22861,124.7347,,,Kab. Minahasa Selatan,Sulawesi Utara,PHOBS
766,Pos Hujan,71051601a,0.88278,124.4753,,,Kab. Minahasa Selatan,Sulawesi Utara,PHOBS
767,Pos Hujan,71051701a,1.18667,124.5106,,,Kab. Minahasa Selatan,Sulawesi Utara,PHOBS
768,Pos Hujan,71051801a,1.21056,124.5989,,,Kab. Minahasa Selatan,Sulawesi Utara,PHOBS
769,Pos Hujan,71051901a,1.28472,124.6131,,,Kab. Minahasa Selatan,Sulawesi Utara,PHOBS
770,Pos Hujan,71052201a,1.075,124.5042,,,Kab. Minahasa Selatan,Sulawesi Utara,PHOBS
771,Pos Hujan,71052301a,1.2825,124.7039,,,Kab. Minahasa Selatan,Sulawesi Utara,PHOBS
772,Pos Hujan,71060101a,1.37583,125.0681,,,Kab. Minahasa Utara,Sulawesi Utara,PHOBS
773,Pos Hujan,71060102a,1.28861,125.0356,,,Kab. Minahasa Utara,Sulawesi Utara,PHOBS
774,Pos Hujan,71060201a,1.39722,125.0506,,,Kab. Minahasa Utara,Sulawesi Utara,PHOBS
775,Pos Hujan,71060202a,1.39139,125.0236,,,Kab. Minahasa Utara,Sulawesi Utara,PHOBS
776,Pos Hujan,71060301a,1.43028,124.9772,,,Kab. Minahasa Utara,Sulawesi Utara,PHOBS
777,Pos Hujan,71060302a,1.42972,124.9672,,,Kab. Minahasa Utara,Sulawesi Utara,PHOBS
778,Pos Hujan,71060401a,1.59611,124.8614,,,Kab. Minahasa Utara,Sulawesi Utara,PHOBS
779,Pos Hujan,71060501a,1.53639,124.9956,,,Kab. Minahasa Utara,Sulawesi Utara,PHOBS
780,Pos Hujan,71060502a,1.49722,124.9772,,,Kab. Minahasa Utara,Sulawesi Utara,PHOBS
781,Pos Hujan,71060503a,1.50278,125.0569,,,Kab. Minahasa Utara,Sulawesi Utara,PHOBS
782,Pos Hujan,71060601a,1.74444,124.9869,,,Kab. Minahasa Utara,Sulawesi Utara,PHOBS
783,Pos Hujan,71060602a,1.74833,124.9953,,,Kab. Minahasa Utara,Sulawesi Utara,PHOBS
784,Pos Hujan,71060701a,1.66194,125.0617,,,Kab. Minahasa Utara,Sulawesi Utara,PHOBS
785,Pos Hujan,71060702a,1.65556,125.1078,,,Kab. Minahasa Utara,Sulawesi Utara,PHOBS
786,Pos Hujan,71060801a,1.45472,124.9253,,,Kab. Minahasa Utara,Sulawesi Utara,PHOBS
787,Pos Hujan,71060901a,1.53917,124.9519,,,Kab. Minahasa Utara,Sulawesi Utara,PHOBS
788,Pos Hujan,71060902a,1.54778,124.9469,,,Kab. Minahasa Utara,Sulawesi Utara,PHOBS
789,Pos Hujan,71061001a,1.6075,125.0247,,,Kab. Minahasa Utara,Sulawesi Utara,PHOBS
790,Pos Hujan,71070101a,1.04972,124.8006,,,Kab. Minahasa Tenggara,Sulawesi Utara,PHOBS
791,Pos Hujan,71070102a,1.03889,124.7939,,,Kab. Minahasa Tenggara,Sulawesi Utara,PHOBS
792,Pos Hujan,71070201a,0.99028,124.8739,,,Kab. Minahasa Tenggara,Sulawesi Utara,PHOBS
793,Pos Hujan,71070301a,0.94472,124.7878,,,Kab. Minahasa Tenggara,Sulawesi Utara,PHOBS
794,Pos Hujan,71070401a,0.94444,124.7878,,,Kab. Minahasa Tenggara,Sulawesi Utara,PHOBS
795,Pos Hujan,71070501a,1.03917,124.6836,,,Kab. Minahasa Tenggara,Sulawesi Utara,PHOBS
796,Pos Hujan,71070502a,1.36806,124.67694,,,Kab. Minahasa Tenggara,Sulawesi Utara,PHOBS
797,Pos Hujan,72090301a,-0.23671,122.1941,,,Kab. Tojo Una Una,Sulawesi Tengah,PHOBS
798,Pos Hujan,71070601a,1.04889,124.6606,,,Kab. Minahasa Tenggara,Sulawesi Utara,PHOBS
799,Pos Hujan,71080101a,0.87111,123.6433,,,Kab. Bolaang Mongondow Utara,Sulawesi Utara,PHOBS
800,Pos Hujan,71080201a,0.87889,123.5814,,,Kab. Bolaang Mongondow Utara,Sulawesi Utara,PHOBS
801,Pos Hujan,71080301a,0.88,123.4439,,,Kab. Bolaang Mongondow Utara,Sulawesi Utara,PHOBS
802,Pos Hujan,71080401a,0.9025,123.3242,,,Kab. Bolaang Mongondow Utara,Sulawesi Utara,PHOBS
803,Pos Hujan,71080501a,0.895,123.2806,,,Kab. Bolaang Mongondow Utara,Sulawesi Utara,PHOBS
804,Pos Hujan,71080601a,0.91306,123.1258,,,Kab. Bolaang Mongondow Utara,Sulawesi Utara,PHOBS
805,Pos Hujan,71090301a,2.32167,125.40833,,,Kab. Kep. Siau Tagulandang Biaro,Sulawesi Utara,PHOBS
806,Pos Hujan,71090501a,2.67333,125.3733,,,Kab. Kep. Siau Tagulandang Biaro,Sulawesi Utara,PHOBS
807,Pos Hujan,71090801a,2.78528,125.3719,,,Kab. Kep. Siau Tagulandang Biaro,Sulawesi Utara,PHOBS
808,Pos Hujan,71090901a,2.74944,125.3825,,,Kab. Kep. Siau Tagulandang Biaro,Sulawesi Utara,PHOBS
809,Pos Hujan,71100101a,0.74444,124.6086,,,Kab. Bolaang Mongondow Timur,Sulawesi Utara,PHOBS
810,Pos Hujan,71100201a,0.81222,124.65833,,,Kab. Bolaang Mongondow Timur,Sulawesi Utara,PHOBS
811,Pos Hujan,71100202a,0.80972,124.6564,,,Kab. Bolaang Mongondow Timur,Sulawesi Utara,PHOBS
812,Pos Hujan,71100301a,0.65278,124.5361,,,Kab. Bolaang Mongondow Timur,Sulawesi Utara,PHOBS
813,Pos Hujan,71100302a,0.59694,124.5239,,,Kab. Bolaang Mongondow Timur,Sulawesi Utara,PHOBS
814,Pos Hujan,71100401a,0.71444,124.3844,,,Kab. Bolaang Mongondow Timur,Sulawesi Utara,PHOBS
815,Pos Hujan,71100501a,0.71556,124.3714,,,Kab. Bolaang Mongondow Timur,Sulawesi Utara,PHOBS
816,Pos Hujan,71110101a,0.38833,123.98222,,,Kab. Bolaang Mongondow Selatan,Sulawesi Utara,PHOBS
817,Pos Hujan,71110201a,0.3,123.62,,,Kab. Bolaang Mongondow Selatan,Sulawesi Utara,PHOBS
818,Pos Hujan,71110301a,0.39417,124.1175,,,Kab. Bolaang Mongondow Selatan,Sulawesi Utara,PHOBS
819,Pos Hujan,71110401a,0.43694,124.2611,,,Kab. Bolaang Mongondow Selatan,Sulawesi Utara,PHOBS
820,Pos Hujan,71110501a,0.48,124.35,,,Kab. Bolaang Mongondow Selatan,Sulawesi Utara,PHOBS
821,Pos Hujan,71710101a,1.625,124.745,,,Kota Manado,Sulawesi Utara,PHOBS
822,Pos Hujan,71710103a,1.5509,124.8207,,,Kota Manado,Sulawesi Utara,PHOBS
823,Pos Hujan,71710104a,1.5272,124.8522,,,Kota Manado,Sulawesi Utara,PHOBS
824,Pos Hujan,71710201a,1.50944,124.8483,,,Kota Manado,Sulawesi Utara,PHOBS
825,Pos Hujan,71710202a,1.50472,124.8433,,,Kota Manado,Sulawesi Utara,PHOBS
826,Pos Hujan,71710501a,1.4727,124.8673,,,Kota Manado,Sulawesi Utara,PHOBS
827,Pos Hujan,71710801a,1.56222,124.8583,,,Kota Manado,Sulawesi Utara,PHOBS
828,Pos Hujan,71710802a,1.57583,124.8786,,,Kota Manado,Sulawesi Utara,PHOBS
829,Pos Hujan,71710803a,1.5,124.9,,,Kota Manado,Sulawesi Utara,PHOBS
830,Pos Hujan,71710804a,1.5104,124.8881,,,Kota Manado,Sulawesi Utara,PHOBS
831,Pos Hujan,71710805a,1.545,124.925,,,Kota Manado,Sulawesi Utara,PHOBS
832,Pos Hujan,71710901a,1.45,124.84,,,Kota Manado,Sulawesi Utara,PHOBS
833,Pos Hujan,71710902a,1.4517,124.8029,,,Kota Manado,Sulawesi Utara,PHOBS
834,Pos Hujan,71710903a,1.4567,124.8295,,,Kota Manado,Sulawesi Utara,PHOBS
835,Pos Hujan,71720201a,1.44306,125.18,,,Kota Bitung,Sulawesi Utara,PHOBS
836,Pos Hujan,71720301a,1.46028,125.1272,,,Kota Bitung,Sulawesi Utara,PHOBS
837,Pos Hujan,71720302a,1.56889,125.1589,,,Kota Bitung,Sulawesi Utara,PHOBS
838,Pos Hujan,71720304a,1.55083,125.1178,,,Kota Bitung,Sulawesi Utara,PHOBS
839,Pos Hujan,71720401a,1.45833,125.2122,,,Kota Bitung,Sulawesi Utara,PHOBS
840,Pos Hujan,71720501a,1.43389,125.1136,,,Kota Bitung,Sulawesi Utara,PHOBS
841,Pos Hujan,71720502a,1.44806,125.0994,,,Kota Bitung,Sulawesi Utara,PHOBS
842,Pos Hujan,71720702a,1.45667,125.1975,,,Kota Bitung,Sulawesi Utara,PHOBS
843,Pos Hujan,71720801a,1.46278,125.2469,,,Kota Bitung,Sulawesi Utara,PHOBS
844,Pos Hujan,71730101a,1.29667,124.8261,,,Kota Tomohon,Sulawesi Utara,PHOBS
845,Pos Hujan,71730201a,1.33889,124.84306,,,Kota Tomohon,Sulawesi Utara,PHOBS
846,Pos Hujan,71730301a,1.38944,124.8233,,,Kota Tomohon,Sulawesi Utara,PHOBS
847,Pos Hujan,71730401a,1.31972,124.7825,,,Kota Tomohon,Sulawesi Utara,PHOBS
848,Pos Hujan,71730501a,1.30417,124.8519,,,Kota Tomohon,Sulawesi Utara,PHOBS
849,Pos Hujan,71740101a,0.76417,124.3444,,,Kota Kotamobagu,Sulawesi Utara,PHOBS
850,Pos Hujan,71740201a,0.71778,124.3197,,,Kota Kotamobagu,Sulawesi Utara,PHOBS
851,Pos Hujan,71740301a,0.72028,124.2922,,,Kota Kotamobagu,Sulawesi Utara,PHOBS
852,Pos Hujan,71740401a,0.73889,124.2831,,,Kota Kotamobagu,Sulawesi Utara,PHOBS
853,Pos Hujan,71740402a,0.73667,124.2828,,,Kota Kotamobagu,Sulawesi Utara,PHOBS
854,Pos Hujan,72010101a,-1.30375,122.523,,,Kab. Banggai,Sulawesi Tengah,PHOBS
855,Pos Hujan,72010201a,-0.87286,122.219,,,Kab. Banggai,Sulawesi Tengah,PHOBS
856,Pos Hujan,72010301a,-1.15726,122.66,,,Kab. Banggai,Sulawesi Tengah,PHOBS
857,Pos Hujan,72010401a,-0.95001,122.791,,,Kab. Banggai,Sulawesi Tengah,PHOBS
858,Pos Hujan,72010402a,-0.9407,122.79438,,,Kab. Banggai,Sulawesi Tengah,PHOBS
859,Pos Hujan,72010501a,-0.89118,123.1536,,,Kab. Banggai,Sulawesi Tengah,PHOBS
860,Pos Hujan,72010601a,-0.88017,123.39128,,,Kab. Banggai,Sulawesi Tengah,PHOBS
861,Pos Hujan,72010701a,-0.7879,122.64,,,Kab. Banggai,Sulawesi Tengah,PHOBS
862,Pos Hujan,72010801a,-0.59606,123.056,,,Kab. Banggai,Sulawesi Tengah,PHOBS
863,Pos Hujan,72011401a,-1.42523,122.4164,,,Kab. Banggai,Sulawesi Tengah,PHOBS
864,Pos Hujan,72010901a,-1.43604,122.281,,,Kab. Banggai,Sulawesi Tengah,PHOBS
865,Pos Hujan,72010902a,-1.43884,122.34514,,,Kab. Banggai,Sulawesi Tengah,PHOBS
866,Pos Hujan,72011001a,-0.8586,123.141,,,Kab. Banggai,Sulawesi Tengah,PHOBS
867,Pos Hujan,72011101a,-0.8561,123.0412,,,Kab. Banggai,Sulawesi Tengah,PHOBS
868,Pos Hujan,72011201a,-1.53017,122.28783,,,Kab. Banggai,Sulawesi Tengah,PHOBS
869,Pos Hujan,72011301a,-0.96418,122.108,,,Kab. Banggai,Sulawesi Tengah,PHOBS
870,Pos Hujan,72020101a,-1.38319,120.73931,,,Kab. Poso,Sulawesi Tengah,PHOBS
871,Pos Hujan,72020201a,-1.35871,120.64447,,,Kab. Poso,Sulawesi Tengah,PHOBS
872,Pos Hujan,72020301a,-1.43,120.77,,,Kab. Poso,Sulawesi Tengah,PHOBS
873,Pos Hujan,72020501a,-1.89307,120.822,,,Kab. Poso,Sulawesi Tengah,PHOBS
874,Pos Hujan,72020502a,-1.75002,120.652,,,Kab. Poso,Sulawesi Tengah,PHOBS
875,Pos Hujan,72020601a,-2.12031,120.7,,,Kab. Poso,Sulawesi Tengah,PHOBS
876,Pos Hujan,72020701a,-1.43,120.32,,,Kab. Poso,Sulawesi Tengah,PHOBS
877,Pos Hujan,72020801a,-1.71454,120.23926,,,Kab. Poso,Sulawesi Tengah,PHOBS
878,Pos Hujan,72021801a,-1.28,120.59,,,Kab. Poso,Sulawesi Tengah,PHOBS
879,Pos Hujan,72022401a,-1.47921,120.38,,,Kab. Poso,Sulawesi Tengah,PHOBS
880,Pos Hujan,72022501a,-1.53,120.33,,,Kab. Poso,Sulawesi Tengah,PHOBS
881,Pos Hujan,72030401a,-1.29258,119.50906,,,Kab. Donggala,Sulawesi Tengah,PHOBS
882,Pos Hujan,72030601a,0.17146,119.93,,,Kab. Donggala,Sulawesi Tengah,PHOBS
883,Pos Hujan,72030801a,-0.67779,119.74825,,,Kab. Donggala,Sulawesi Tengah,PHOBS
884,Pos Hujan,72030901a,-0.66868,119.81903,,,Kab. Donggala,Sulawesi Tengah,PHOBS
885,Pos Hujan,72030902a,-0.63414,119.8505,,,Kab. Donggala,Sulawesi Tengah,PHOBS
886,Pos Hujan,72031001a,-0.6,119.85,,,Kab. Donggala,Sulawesi Tengah,PHOBS
887,Pos Hujan,72031002a,-0.61643,119.80316,,,Kab. Donggala,Sulawesi Tengah,PHOBS
888,Pos Hujan,72031101a,-0.196,119.8471,,,Kab. Donggala,Sulawesi Tengah,PHOBS
889,Pos Hujan,72031201a,-0.01867,119.89,,,Kab. Donggala,Sulawesi Tengah,PHOBS
890,Pos Hujan,72033101a,-0.10972,119.67684,,,Kab. Donggala,Sulawesi Tengah,PHOBS
891,Pos Hujan,72031401a,0.5,120.04,,,Kab. Donggala,Sulawesi Tengah,PHOBS
892,Pos Hujan,72031801a,-0.82553,119.62063,,,Kab. Donggala,Sulawesi Tengah,PHOBS
893,Pos Hujan,72031802a,-0.8315,119.62,,,Kab. Donggala,Sulawesi Tengah,PHOBS
894,Pos Hujan,72031803a,-0.87203,119.59,,,Kab. Donggala,Sulawesi Tengah,PHOBS
895,Pos Hujan,72031804a,-0.81592,119.6795,,,Kab. Donggala,Sulawesi Tengah,PHOBS
896,Pos Hujan,72031901a,-0.72,119.96,,,Kab. Donggala,Sulawesi Tengah,PHOBS
897,Pos Hujan,72032501a,-0.33867,119.76439,,,Kab. Donggala,Sulawesi Tengah,PHOBS
898,Pos Hujan,72032701a,-0.72,119.71,,,Kab. Donggala,Sulawesi Tengah,PHOBS
899,Pos Hujan,72033001a,0.73,120.14,,,Kab. Donggala,Sulawesi Tengah,PHOBS
900,Pos Hujan,72040101a,0.77489,120.21225,,,Kab. Toli Toli,Sulawesi Tengah,PHOBS
901,Pos Hujan,72040201a,0.97803,120.29874,,,Kab. Toli Toli,Sulawesi Tengah,PHOBS
902,Pos Hujan,72040301a,0.77922,120.44934,,,Kab. Toli Toli,Sulawesi Tengah,PHOBS
903,Pos Hujan,72040401a,0.74235,120.67349,,,Kab. Toli Toli,Sulawesi Tengah,PHOBS
904,Pos Hujan,72040501a,0.91774,120.64289,,,Kab. Toli Toli,Sulawesi Tengah,PHOBS
905,Pos Hujan,72040601a,0.92311,120.80032,,,Kab. Toli Toli,Sulawesi Tengah,PHOBS
906,Pos Hujan,72040701a,1.01673,120.79506,,,Kab. Toli Toli,Sulawesi Tengah,PHOBS
907,Pos Hujan,72040801a,1.133,120.87685,,,Kab. Toli Toli,Sulawesi Tengah,PHOBS
908,Pos Hujan,72040901a,1.3194,120.96003,,,Kab. Toli Toli,Sulawesi Tengah,PHOBS
909,Pos Hujan,72041001a,1.24991,120.82289,,,Kab. Toli Toli,Sulawesi Tengah,PHOBS
910,Pos Hujan,72050201a,1.22839,121.23825,,,Kab. Buol,Sulawesi Tengah,PHOBS
911,Pos Hujan,72050401a,1.03125,121.5632,,,Kab. Buol,Sulawesi Tengah,PHOBS
912,Pos Hujan,72050701a,1.07858,121.29878,,,Kab. Buol,Sulawesi Tengah,PHOBS
913,Pos Hujan,72050801a,0.98956,121.45884,,,Kab. Buol,Sulawesi Tengah,PHOBS
914,Pos Hujan,72060101a,-1.97,120.98,,,Kab. Morowali Utara,Sulawesi Tengah,PHOBS
915,Pos Hujan,72060201a,-2.16,121.221,,,Kab. Morowali Utara,Sulawesi Tengah,PHOBS
916,Pos Hujan,72060301a,-2.02,121.34,,,Kab. Morowali Utara,Sulawesi Tengah,PHOBS
917,Pos Hujan,72060501a,-2.45,121.91,,,Kab. Morowali,Sulawesi Tengah,PHOBS
918,Pos Hujan,72060801a,-2.29222,121.812,,,Kab. Morowali,Sulawesi Tengah,PHOBS
919,Pos Hujan,72061201a,-2.2437,121.66,,,Kab. Morowali,Sulawesi Tengah,PHOBS
920,Pos Hujan,72061401a,-1.992,120.98,,,Kab. Morowali Utara,Sulawesi Tengah,PHOBS
921,Pos Hujan,72080201a,-0.45294,120.0668,,,Kab. Parigi Moutong,Sulawesi Tengah,PHOBS
922,Pos Hujan,72080401a,0.47,121.2,,,Kab. Parigi Moutong,Sulawesi Tengah,PHOBS
923,Pos Hujan,72080402a,0.46591,121.207,,,Kab. Parigi Moutong,Sulawesi Tengah,PHOBS
924,Pos Hujan,72080601a,-1.04641,120.45,,,Kab. Parigi Moutong,Sulawesi Tengah,PHOBS
925,Pos Hujan,72080701a,0.502,120.97,,,Kab. Parigi Moutong,Sulawesi Tengah,PHOBS
926,Pos Hujan,72080901a,-0.98269,120.3205,,,Kab. Parigi Moutong,Sulawesi Tengah,PHOBS
927,Pos Hujan,72081001a,-0.02136,120.09,,,Kab. Parigi Moutong,Sulawesi Tengah,PHOBS
928,Pos Hujan,72081101a,-0.90344,120.2326,,,Kab. Parigi Moutong,Sulawesi Tengah,PHOBS
929,Pos Hujan,72081301a,-0.32669,120.019,,,Kab. Parigi Moutong,Sulawesi Tengah,PHOBS
930,Pos Hujan,72081701a,-0.53983,120.0473,,,Kab. Parigi Moutong,Sulawesi Tengah,PHOBS
931,Pos Hujan,72081801a,0.49698,120.42358,,,Kab. Parigi Moutong,Sulawesi Tengah,PHOBS
932,Pos Hujan,72090401a,-0.87004,121.656,,,Kab. Tojo Una Una,Sulawesi Tengah,PHOBS
933,Pos Hujan,72090501a,-0.92,121.57,,,Kab. Tojo Una Una,Sulawesi Tengah,PHOBS
934,Pos Hujan,72090601a,-1.4434,121.048,,,Kab. Tojo Una Una,Sulawesi Tengah,PHOBS
935,Pos Hujan,72090602a,-0.95741,121.461,,,Kab. Tojo Una Una,Sulawesi Tengah,PHOBS
936,Pos Hujan,72090801a,-1.44324,121.095,,,Kab. Tojo Una Una,Sulawesi Tengah,PHOBS
937,Pos Hujan,72100101a,-0.96,119.92,,,Kab. Sigi,Sulawesi Tengah,PHOBS
938,Pos Hujan,72100201a,-1.15,120.1,,,Kab. Sigi,Sulawesi Tengah,PHOBS
939,Pos Hujan,72100202a,-1.14,120.06,,,Kab. Sigi,Sulawesi Tengah,PHOBS
940,Pos Hujan,72100203a,-1.02735,119.93123,,,Kab. Sigi,Sulawesi Tengah,PHOBS
941,Pos Hujan,72100501a,-1.46,119.99,,,Kab. Sigi,Sulawesi Tengah,PHOBS
